yourlist:M20180328A7434721E10EE6586998A056CCD0537E55CCE47	Entry
17355	Q3UQD9
17354	A2AS70
17354	O54826
56848	A0A024QZH5
56848	B3KV83
56848	E9PCV4
56848	Q9NRA0
17356	E9Q9C3
17356	Q9QZQ1
843548	A0A178W4U8
843548	Q8GWC7
12988	P41241
843549	A0A178W9L9
843549	A0A1P8AWL5
843549	Q93WJ5
90874	Q5TEC3
233199	Q5XKE0
834840	A0A178UNC1
834840	Q9FIJ2
817884	A0A178VSY7
817884	A0A1P8B0W9
817884	O49313
828418	A0A1P8B8G3
828418	A0A1P8B8H5
828418	Q9ZP16
828417	A0A1P8B575
828417	A0A1P8B597
828417	Q8GYA4
3644777	A0A1D8PDF2
828413	Q9C5S9
828412	A0A1P8B944
828412	Q9C5S8
31834	Q9W396
53564	Q9VV36
43009	Q9VBY2
830353	F4JXP8
830353	Q84W11
830352	A0A178UNY1
830352	F4JXP5
830352	Q9LZ23
830355	A0A178UKC8
830355	A0A1P8B9T8
830355	A0A1P8B9U0
830355	Q9LZ20
830354	A0A178US99
830354	Q9LZ21
35641	Q7K2W2
64005	B0I1T2
856015	P0CX37
856015	P0CX38
20869	Q3V4A1
20869	Q9WTK7
843100	Q9FXD8
843546	Q56WK6
20867	Q60864
52690	Q91WC0
20860	Q9D566
64009	A0A1L1STC6
64009	Q0VGB8
64009	Q6PI72
64009	Q6ZWR1
64009	Q6ZWR5
64009	Q6ZWR6
64009	Q7TQH5
64009	Q80T95
148423	Q8N6N3
37575	A0A0B4KFY0
37575	Q8SWW8
19250	Q3UW79
19250	Q62130
19250	Q8CAV9
14620	P28231
260315	E9QMF5
260315	Q80TN7
2542770	Q1K9C4
842320	O80748
3771877	P00334
2541874	Q92345
14462585	A0A0B4LGD0
837125	A0A178WAR0
837125	Q9LND1
317813	Q9I7N3
494775	Q63ZM7
2541876	Q9P7M7
830170	A0A178UZZ5
830170	Q8W571
821630	A0A178VBP7
821630	Q9LT39
821631	A0A178VKI2
821631	Q9LT38
2541877	O13686
821634	Q9LT35
821635	A0A178VAR1
821635	Q8LD43
90293	A0A0C4DG99
90293	B7ZB44
90293	Q96HC9
90293	Q9P2N7
2541870	Q9P7N5
851166	Q06201
9191	B1AQP5
9191	O75618
9194	A0A024RBB2
9194	O60669
7942	A0A024RCY3
7942	B0QYS6
7942	P19484
9196	O43448
2541873	Q09801
352944	Q8AV10
42177	A0A0B4KGW6
42177	Q9VEB9
42176	Q9VEC0
42175	Q9VEC1
42174	Q9VEC2
42173	A0A0B4KG83
42173	Q9VEC3
42172	Q7KSE0
42172	Q9VEC4
42171	Q9VEC5
16917	A0A0R4J0I7
16917	O88609
16911	P61969
16911	Q542S1
80380	Q9BQ51
80381	A0A0C4DGH0
80381	A8K9J6
80381	Q5ZPR3
176189	P34619
836176	A0A178UN27
836176	Q5HZ38
842499	A0A178W309
842499	F4HX35
842499	Q8S927
831001	A0A178UDR8
831001	A0A1P8BA04
831001	Q147G5
850699	Q07927
176180	P34537
190780	Q9NA25
176185	P34629
176187	P34631
176186	P34630
841742	A0A178W3S1
841742	Q9LNN3
841743	A0A178WBA0
841743	A0A1P8AR67
841743	A0A1P8ARD3
841743	Q94BM7
90121	A0A024R9U9
90121	Q969E8
841747	A0A178W5X9
841747	Q9LNN7
841749	A0A178WCU7
841749	A0A178WEY0
841749	A0A1P8ASL5
841749	Q9S7A9
560240	X1WH50
10518	H0YKC8
10518	O75838
10519	A0A140VK09
10519	Q99828
35644	P81917
152273	B7ZM68
152273	Q6ZNL6
121021	Q3URZ9
121021	Q8VHY0
53562	Q9NHB9
53562	Q9VEX7
10513	A0A024QZ47
10513	Q92624
53560	A0A0B4K698
53560	A0A0B4K6D6
53560	A0A0B4K778
53560	A0A0B4KGD7
53560	Q9U1H0
53561	M9PCX3
53561	M9PD87
53561	M9PFL9
53561	Q9VKI0
10516	A0A024R6G3
10516	Q9UBX5
10517	Q5XX13
10514	Q9BQG0
29357	A0A0G2K0P2
29357	O70436
176233	P83351
8867	A0A0D9SGJ6
8867	B9EGN3
8867	C9JFZ1
8867	J3KQV8
8867	O43426
8867	Q05CZ1
8864	O15055
176237	G8JYB8
176237	P34447
176237	P34449
176236	P34450
8861	Q86U70
291983	Q4KM35
21405	P22361
21405	Q66JY7
176239	P34453
2542021	Q9P7G6
21402	Q5SUR3
21402	Q9WTX5
8869	A0A0S2Z4Q7
8869	A0A0S2Z4S6
8869	A0A1W2PR45
8869	Q9UNP4
18024	Q60795
829424	A0A178UUJ8
829424	Q39123
829427	A0A178V2H2
829427	Q8RXH2
829426	A0A178UTW6
829426	A0A1P8B4F4
829426	F4JV77
829426	F4JV78
829421	A0A178UUT9
829421	Q8VYW1
362612	B1H240
362612	G3V798
100188893	Q96B49
288182	G3V674
851648	P38953
851649	Q01589
851646	P31688
851647	P32345
851644	P38954
851645	P38956
851642	Q12497
851643	Q12447
851640	P54858
851641	P32571
100287399	A0A0A6YYL3
100287399	H3BUK9
100287399	Q495V5
68632	Q8R411
106628	Q8CJ53
149483	Q96LX7
380134	Q7ZYJ8
2542088	Q10494
79213	P31647
184366	P91250
256297	Q7RTS3
851398	Q12082
851399	Q12510
3647404	Q59MQ0
543562	P93211
54033	D3DSC2
54033	P57052
35527	Q7KRR5
851391	P04819
851392	Q12518
851394	P39517
851395	Q3E774
851396	P06784
79724	A0A024QZC8
79724	H3BS42
79724	Q9H5H4
79725	Q9H5L6
79726	Q6PJI9
79727	Q9H9Z2
79720	A0A024RBU0
79720	Q9H9H4
79722	Q3KP44
79723	Q9H5I1
79728	H3BN63
79728	Q86YC2
13058	Q3U6G0
13058	Q61093
179462	O62422
175762	P41954
179460	G5ED57
175764	H2KZJ0
175764	H2KZJ1
175764	Q19275
175765	Q8MNT9
34329	M9PFF0
34329	P41126
34328	Q94883
175768	B6EU49
175768	G8JY79
175768	P53014
34326	Q9VL58
179469	Q19775
34324	Q9VL59
34324	X2JA03
34323	Q9VL60
34321	Q7KTG0
282809	A0MNP0
282809	Q8TC44
178732	O61900
178734	A0A0M9JJ80
178734	Q9N4Y9
345	A3KPE2
345	P02656
35058	D0IQH1
35058	M9NF69
35058	Q23989
843848	Q9C9Q5
35056	Q9VJD1
35057	Q9VJD0
35054	M9NCV1
35054	Q9VJD3
35055	M9NEQ5
35055	Q9VJD2
35052	Q9VJD4
35053	Q9V431
35050	Q9VJD6
35051	M9NDR2
35051	M9PDB8
35051	M9PDL9
35051	P16568
197258	Q8N0W3
188178	Q22260
821880	A0A178VJ20
821880	A0A1I9LTB6
821880	Q9LS86
197257	Q86WU2
330323	A0A0N4SVL4
330323	Q3UQI9
188172	L8E924
188172	O18048
55128	Q6AZZ1
55129	A0A024R2S0
55129	Q9NW15
346	P55056
55120	B5MCZ6
55120	Q9NW38
844094	A0A1P8AQK5
844094	Q9CAP8
55122	Q53H80
55122	Q9NW35
844096	A0A178WIX3
844096	Q9C521
55124	Q8TC59
55124	W0HK13
55125	Q8TEP8
55125	Q9HCK3
844093	A0A1P8AVP2
844093	Q9CAP9
55127	A2VDI1
55127	B2RWN5
55127	Q9H583
35522	A1Z6I7
130106	A0PJX0
144193	B3KVC5
144193	Q96NU7
145957	Q8WWG1
144195	Q8TDB8
151195	Q8N7R7
151194	C9JES0
151194	H7BXH9
151194	Q8WXB1
821353	A0A178VJV2
821353	Q6E248
302973	A0A0G2K1Q8
389549	A0PJY2
832051	A0A1P8BAR5
832051	F4K128
35523	P24785
824054	A0A178VH97
824054	P16181
815907	A0A1P8AYX0
815907	Q9SI38
11668	P24549
23710	A0A024RAP5
23710	Q9H0R8
93587	Q8TBZ6
93587	V9HVY8
145853	A6NNL5
27008	Q8BGT6
27007	O54709
27007	Q3TCW7
27007	Q4FJM0
27005	Q9UK80
253175	Q9Y6F8
27000	Q99543
217588	Q99LQ1
653567	Q5W0B7
821885	Q682V0
825210	P46602
92181	B2R886
92181	B3KMW8
92181	Q8WUN7
445815	Q9Y2D5
834235	A0A178UCA1
834235	Q570V8
834235	Q9FGZ9
2541063	O94516
837128	A0A1P8AM09
837128	A0A1P8AM12
837128	Q94K75
74051	B2RX33
74051	D3YUM6
74051	Q8BWB6
74053	H7BX09
74053	H7BX90
74053	Q6GQT7
74053	Q925T6
31806	C4IXZ6
31806	Q9V3I8
32589	A0A023GPV6
32589	A8JV04
32589	Q7YU03
32588	Q95TL8
32588	Q9VXI3
55788	Q9NUN5
55789	Q8WUY9
32581	Q0KHS0
32581	X2JKM9
126299	I6L9C8
126299	Q96B54
55786	B3KTG1
55786	Q09FC8
32582	Q9VXJ0
32582	X2JFD6
32585	P54352
32585	X2JFQ7
32584	P22769
32587	M9PH94
32587	M9PHV6
32587	Q27294
32586	Q9VXI6
35584	A1Z6P3
35584	Q7JZD3
35584	Q9XZ57
35585	Q8SYQ8
35586	Q7JVH6
2542029	P42656
9946	O95825
9947	O60732
35583	Q9V9A8
2542022	O42842
2542023	Q9HE05
2542020	O14201
56470	B7ZCT1
56470	Q78NN4
56470	Q8BFU4
56470	Q9CX84
35588	A0A0B4KF54
35588	A1Z6P8
35588	Q7K3Z6
2542027	P36611
56475	Q9NS64
56474	A0A024RC00
56474	Q9NRF8
2543379	Q9UT45
2543378	Q10143
32055	C6SV09
32055	Q9VZ22
32053	Q9VZ24
2538796	Q9Y7T2
32051	Q9VZ26
32050	M9PEA2
32050	Q9VZ27
57782	Q8BQC8
2543370	Q9UUH5
2543372	Q9HDY1
57786	Q9NYW8
57787	Q96L34
2543377	Q10066
32058	Q9VZ19
823405	F4IXW2
5459	Q15319
826696	Q9SN58
55872	Q96KB5
55872	V9HWH0
55870	Q9NR48
55871	A0A087X140
55871	Q9BRT8
55876	Q8TAX9
56781	P02600
79792	P57764
56783	Q07205
56784	A0A1W2P712
56784	A0A1W2P832
56784	Q3U5E2
56784	Q6GYP7
56787	Q9JJR7
844281	Q9SAK5
25715	A0A0G2JTX4
25715	A0A140TAD8
25715	O54902
25716	P21707
25716	Q707P0
18029	P70255
18029	Q3UHA6
25718	P24062
25719	P27682
253827	Q8IXL7
21877	P04184
4681	A0A087WTY6
4681	P41271
21873	Q9Z0U1
21872	B9EHJ3
21872	P39447
2543369	Q9HDY3
536654	E1BA29
20259	Q3UWV5
20259	Q60604
90199	A0A140VK68
90199	Q8IUA0
816762	A0A1P8B262
816762	Q8GSA7
308942	G3V7Q0
734552	Q4QR04
816768	Q9SJZ7
816769	A0A178VRQ8
816769	Q9SJZ6
821099	A0A178VBR2
821099	Q8RXM3
821099	Q9SRW4
26065	Q8ND56
26064	Q9P0K7
26063	Q9NUI1
250736	M9PDG7
250736	Q9VIP7
250735	A0A0B4LF89
250735	A0A0B4LG91
250735	Q8WSF3
26060	Q9UKG1
2542686	Q10170
2542687	O13993
2542684	Q10163
2542685	Q10162
2542682	Q10164
2542683	Q9P7Y8
2542680	Q10496
2542681	O13996
64949	Q9BYN8
823646	A0A178VAH7
823646	Q94BX4
64943	Q9H857
64946	A0A0S2Z5T0
64946	Q9H3R5
854136	P25040
854135	P25038
854134	Q08172
854133	Q92325
854131	Q08176
854130	Q08179
4961512	F5HCD4
4961512	Q2HR95
4961512	Q76RH5
25330	P15304
854139	P38967
854138	Q08162
837758	A0A178WFD4
837758	O65373
25331	P13444
140586	F1LYL9
837752	A0A178W7Y1
837752	Q8W4M5
2539538	O59797
2542086	O13977
2542978	O42643
2542979	Q9P7E8
64372	P62078
817127	A0A178VW48
817127	A0A178VXR1
817127	A0A1P8B067
817127	A0A1P8B088
817127	O82312
232227	A0A1D5RM83
232227	E9PUA3
232227	Q8R0S2
2542971	Q9P7I0
2542972	Q9P7Y9
2542974	Q10081
33576	Q9VQS2
2542976	O14293
2542977	Q9UTQ0
2543082	O14134
2543081	Q9P6K6
2543080	O14124
2543087	Q9P6K7
2543086	P36592
36778	A0A0B4J402
36778	A0A0B4K7C1
36778	A0A0B4K884
36778	A0A0B4KFS5
36778	A4UZJ1
36778	D1Z397
36778	Q7KHE2
36778	Q9GQ82
36776	Q7JMZ0
36774	A1ZA92
36775	P48148
35529	A1Z6J2
36773	A0A0C4DHF6
36773	A1ZA89
36773	Q8STB9
36773	Q8WR08
18569	Q61823
58960	P36506
40744	Q9VNK9
4961510	F5HET8
4961510	Q76RJ0
33726	Q9VMV5
33727	P08120
828238	O65418
33721	E1JHT6
33721	E1JHT9
33721	Q7KTP4
33721	Q9VMV9
33721	Q9VMW1
33721	Q9VMW2
33721	Q9VMW4
25248	P20272
38600	Q9VRJ6
38601	Q9VRJ7
38602	Q9VRJ8
38603	B6IDQ5
38603	M9PED6
38603	Q9VRJ9
38604	Q9VRK2
38605	Q8MSV2
83431	Q9ERR1
83439	Q9HCS4
3638977	A0A1D8PU74
345757	Q8TBP5
251466	Q962S2
3771966	Q9VQF8
1490009	Q02843
1490009	Q6LDM5
1490008	Q02840
37076	A0A0B4LFS3
37076	Q8SX68
796	P01258
796	P06881
795	P29377
794	A0A140VK08
794	A6NER6
794	P22676
793	P05937
16069	P01592
790	F8VPD4
790	P27708
1497	A0A0S2Z3I9
1497	A0A0S2Z3K3
1497	O60931
100036875	A1L2K5
83383	Q9JIZ5
83382	Q91Y57
799	A0A0A0MRG0
799	A0A0C4DG16
799	P30988
814267,814268	Q8I0P6
23507	Q6P9F7
826849	Q9STH1
42757	A0A0B4KH96
42757	H8F4R1
42757	P51022
42757	P51023
23341	Q9Y2G8
23409	Q9Y6E7
23505	Q92545
42754	Q9VCN5
295305	Q4FZU0
1490005	Q02841
15130	P02089
15130	Q549D9
15135	P02104
15135	Q9CR49
31764	Q9W3G9
31765	Q9W3G8
31766	Q9W3G7
31766	X2JEI6
39558	A0A1L4AAD6
31760	P91938
31761	Q9W3H4
31762	A4V449
31762	Q94511
31763	Q9W3H0
814199	Q8IDR5
39552	Q9VUB7
39551	Q9VUB5
39550	B6IDY8
39550	Q9VUB4
39557	M9MSL3
39557	Q9VUC1
39554	Q9VUB8
33894	Q9VME1
33896	Q9VMD9
33896	X2JDD7
33897	Q8SWV6
33890	Q9VME5
65267	Q9BYP7
223593	Q8C2E7
33893	Q9VME2
821195	F4JD57
821195	F4JD59
821195	Q84L31
33898	B7Z028
33898	Q9VMD7
33899	B5RIN0
33899	M9PB50
33899	Q9VMD6
34044	Q8IPH4
34044	Q8IPH5
34044	Q9NFV7
34044	Q9VLY9
34044	Q9VLZ0
34045	Q9VLY7
34042	Q9VLZ1
173349	G5ECC9
339761	A0A024RAI7
339761	Q4G0S4
43668	Q9VA22
173345	Q10669
173347	O45495
173340	O45503
824576	Q9M394
177855	C1P636
177855	Q27481
177855	Q3S1J5
177856	Q18680
839938	A0A178WF69
839938	Q9SA73
31493	F3YD98
31493	Q9W486
31493	X2JIH1
31490	Q8MRL5
31490	Q9W493
31497	M9PGH6
31497	Q9W484
238463	Q3UX10
326198	Q9VVJ6
169026	Q8IWU4
31498	Q9W483
31499	Q9W482
224742	Q6P542
47251	B5RIS4
47251	Q9U5L1
182970	Q95QT8
825842	A0A178V397
825842	Q9S9T7
825847	F4JGM3
825847	P0CH33
825847	Q3E7T8
825847	Q8H0Y0
2538818	Q9Y7V1
447634	Q66IP7
326227	Q9VYI7
183628	Q9GYR2
1500489	Q3E833
653489	A6NKT7
811920	Q8ILA7
811926	Q8ILA1
811925	Q8ILA2
811924	Q8ILA3
819578	A0A178VMH3
819578	Q9M8X9
184487	Q19465
1500485	Q3E765
184480	Q9XU32
1500487	Q3E826
39592	M9PI59
39592	Q9VUF8
444612	Q6GLZ5
83953	A0A0B4J1S2
83953	Q8WWV6
70430	Q8CIV8
317860	Q8IQI4
317860	Q8IQI5
812698	O96191
326197	Q9VVJ5
59033	Q3UR07
59033	Q8JZR6
812696	O96189
24705	A0A0G2JW78
24705	Q499N1
818753	A0A178W120
818753	Q8GWL7
818752	A0A178VTE6
818752	O22216
818751	A0A178VQZ7
818751	Q8LAS8
39730	E1JI08
39730	M9NEB0
39730	M9NFY2
39730	M9PCN0
39730	M9PCN5
39730	M9PFD4
39730	M9PFD7
39730	M9PFL8
39730	M9PFR7
39730	M9PI70
39730	Q2PDY9
39730	Q2PDZ0
39730	Q9VUV2
39730	Q9VUV3
39730	X2JCG3
39730	X2JGQ0
818754	A0A1P8AXT8
818754	O22218
4761	Q15784
4760	Q13562
4763	P21359
4762	F1T0H3
4762	Q92886
172438	Q23098
172435	G5EFF4
172434	G5EC78
172434	G5EFF7
172434	G5EG66
59035	Q9WVG6
172431	K8ES75
172431	K8F7T8
172431	O17907
172433	G5ED07
172432	O17909
854964	Q04712
854965	P32796
854966	Q03433
854960	P39682
854962	Q04706
174681	Q09582
396829	Q4R0H3
854968	P0CX74
854968	P0CX75
854968	P0CX76
201176	E9PIR1
201176	E9PNT2
201176	Q6ZUM4
201176	Q8N2Y9
181990	P90989
838343	A0A178W9Q1
838343	F4I908
50674	Q9Y4Z2
181994	O17169
838345	Q8H1E7
181999	Q9BIB3
838348	Q0WW19
838348	Q39247
838349	A0A178W857
838349	Q8LE58
19744	Q540E6
19744	Q921J2
832061	A0A178U8T1
832061	A0A1P8BFZ4
832061	Q3E9B8
832060	A0A1P8BBV1
832060	A9QM73
832063	A0A1P8BGB5
832063	A0A1P8BGD7
832063	F4K151
832063	Q9ASY3
832065	Q42438
832064	A0A178UT60
832064	Q29Q34
852498	P38131
852499	P29366
852496	P38306
852497	P38129
852494	P13712
388677	Q7Z3S9
177146	O44400
852493	P38305
852491	P38127
304690	D3ZKA0
379673	Q6PF23
379674	Q76FS4
641452	P62839
825150	Q9M1Z3
825153	A0A178V6Z3
825153	Q8VZ93
825155	A0A1I9LP65
825155	Q5XF50
185757	O45521
181669	Q93838
836723	A0A178UBS0
836723	F4JXM5
836723	Q9FHN8
181662	Q27395
181661	Q94407
181666	Q9XVZ2
298300	D3ZRX3
181664	Q94129
240354	Q2TBA3
379580	Q7T0N9
824408	A0A178V847
824408	Q9S745
81818	P31000
821439	A0A178VJB1
821439	Q27IK6
81815	Q64560
824405	A0A178VEE7
824405	Q9SVC2
824407	A0A178VGL9
824407	Q9SVC4
821432	A0A178VIS1
821432	A0A1I9LQ83
821432	Q8L3W1
81810	P38438
81812	G3V764
81812	P63059
842408	A8MQN5
842408	F4HTG9
842408	Q84WK5
828714	P49597
515499	Q3ZBW4
828716	A0A178UYM7
828716	P42158
819803	A0A178V7S6
819803	A0A1I9LTC9
819803	A0A1I9LTD0
819803	A0A1I9LTD1
819803	F4JAU2
828713	A0A178V3F2
828713	A0A1P8B3X1
828713	A0A1P8B3Y6
828713	Q94A06
42371	A0A0B4LHC1
42371	A0A0B4LHC3
42371	A0A0B4LHN0
42371	B5RIZ2
42371	Q9VDS5
42370	Q9VDS6
140461	F5GYF0
140461	Q9H765
233908	P56959
233908	Q3USY4
233908	Q564D0
233908	Q8CFQ9
42375	Q9VDS1
140465	A0A024RB31
140465	P14649
42379	A0A0B4KHS3
42379	Q8IN63
42379	Q9VDR7
80142	A6NHH0
80142	B3KPZ2
80142	B4DWP1
80142	Q9H7Z7
80143	Q9BRV8
80144	Q86XX4
80145	A0A024R332
80145	A0A024R341
80145	Q6I9Y2
80146	Q8NBZ7
855615	P53929
855616	P53930
855611	P24783
855613	P53927
855612	P40312
54839	B7Z7G0
54839	H0YNV5
54839	Q8IUZ0
855619	P06208
855618	P50942
1466476	Q3E7Z9
838939	F4I4Q3
10350	Q8IUA7
10352	B7Z448
10352	B7Z6G7
10352	Q9UGM6
855665	P53946
1466474	Q3E7Y8
4324	A0A024R6U8
4324	P51511
853729	P36006
853728	P36068
853727	P36001
6118	B4DUL2
6118	P15927
853725	P36066
853724	P35999
853723	P36000
853721	P36064
853720	P14063
810467	Q8IJ89
176430	P34576
176433	Q22613
176435	Q22616
176434	P34574
444427	Q6GN46
176439	Q21625
176438	G5EBF5
7354437	M9PHV4
7354437	Q8IR21
283652	Q71RS6
6259	P34925
6259	Q59FQ5
6259	Q8WTZ8
6258	A0A087WZ88
6258	F1D8Q7
6258	F1T097
6258	P48443
6253	A8K7F2
6253	O75298
6253	Q6GMT0
6252	A8K3B9
6252	A8MT72
6252	Q16799
6251	Q15404
6257	A0A0G2JKR7
6257	A0A0S2Z570
6257	B7Z7J5
6257	P28702
6257	Q5STP9
6256	F1D8Q5
6256	P19793
6256	Q6P3U7
4961432	F5H9W9
4961432	Q76RG2
4961433	F5HES7
4961433	Q98136
4961435	F5HHY1
4961435	Q76RH3
4961436	F5HCJ2
4961436	P88968
4961437	F5HDD0
4961437	O40931
838935	A0A178WAQ1
838935	A0A1P8AND1
838935	Q93YP0
42995	A8JRA4
42995	Q8IMU5
42995	Q9VBZ5
42994	Q9VBZ6
835875	Q9FHH5
42996	Q8SXY6
827179	F4JJE0
835872	Q9FHH8
42993	Q24143
125058	Q8TBP0
820387	A0A178VIK7
820387	P46313
827174	A0A178UZS4
827174	Q949R4
827177	A0A178V2Z2
827177	O23365
820384	F4J8M5
820384	Q0WSX7
820384	Q6ICY4
42999	A0A0B4KHU4
42999	Q8IMU2
42999	Q8SWX6
42998	Q9VBZ2
827173	Q9SWG3
832	B1AK85
832	B1AK88
832	B4DWA6
832	P47756
832	Q7L4N0
833	A0A024RCG3
833	A8MVQ3
833	B4DKY1
833	B4DPV7
833	P49589
830	A4D0V4
830	P47755
831	A0A0A0MR45
831	A0A0C4DGB5
831	B7Z6N0
831	E7EQ12
831	E7EQA0
831	E9PCH5
831	E9PDE4
831	P20810
831	Q59HE3
831	Q86YM9
836	P42574
837	P49662
834	A8K249
834	A8K257
834	P29466
835	A0A087WYM1
835	A0A0S2Z3H1
835	D3DXD9
835	P42575
5007942	Q8S4Q6
838	P51878
839	P55212
124045	A0A087WYH0
124045	Q96N06
45343	A1Z6W3
184904	O17070
134111	A1L167
4248	Q09327
831978	Q8L8Z8
281969	P14100
196051	B7Z3R3
196051	Q5VZY2
728239	A0A024R2A8
728239	Q96JG8
243621	Q3TES0
25878	Q9NR99
80859	Q9EST8
947820	P60422
80852	Q9C0E4
80851	A0A024R0T2
80851	Q7L8J4
80851	Q96MW4
80856	B7Z829
80856	Q9C0E8
80854	B5MCZ8
80854	D6RJA0
80854	Q8WTS6
56364	B1AXS5
56364	B1AXS6
56364	B1AXS7
56364	Q32P02
56364	Q8CG95
56364	Q9JLM4
1728	B4DLR8
1728	P15559
1729	O60610
1729	Q6URC4
5245	A8K401
5245	P35232
5245	Q53FV0
818037	A0A178VWS5
818037	A0A1P8AYC2
818037	Q8VY64
818034	O64587
1725	A0A024R7D0
1725	A0A024R7E9
1725	P49366
5241	P06401
1723	Q02127
818030	A0A178VTE5
818030	O64682
818031	A0A1P8AZX4
818031	Q42093
172390	O01812
172393	O01816
172394	O02482
172395	H2KZN0
172395	Q9BIB7
175168	O76670
172397	P37806
175167	O76668
175167	Q8ITW8
2539552	Q9C0U7
175162	Q9NA98
175162	U4PR70
2539555	Q9USJ8
10229	Q99807
2541153	P33520
40268	Q9VPE8
2541151	Q9C1X2
2541150	O94432
2541157	Q11119
2541156	O14388
2541155	O43068
2541154	O59722
178536	O61955
40260	B7Z090
40260	M9PFS2
40260	M9PG70
40260	O02194
2541159	Q09142
178535	G5ECR8
40265	Q9VPF1
178533	Q9U3J8
14300	P97376
14300	Q78P92
735172	Q3B8I3
10225	E9PEJ1
10225	P40200
10225	Q8WUE2
10226	A0A140VJN8
10226	O60664
2543468	Q9P7B5
361381	A0A0G2K7M2
361381	Q5XFX7
10227	D6RE79
10227	Q14728
45961	M9NG39
45961	P41073
45960	Q9VZW3
17968	O35136
17968	Q71VC5
17966	A1L329
17966	A2A4N5
17966	A2A4N8
17966	P97432
17966	Q05BC8
17966	Q6ZQK3
17967	A0A0A6YY47
17967	E9Q589
17967	E9QB01
17967	P13595
830573	C0LGS7
830573	Q9FG24
57019	H3BT65
57019	Q6FI81
830575	A8MR34
830575	E3VNM4
178183	Q23368
10221	Q96RU8
83593	A8K5F3
83593	Q8WWW0
57016	O60218
2538690	O94717
284439	A0A024R7K2
284439	Q86VD7
284439	Q8NHH2
57017	A0A024R6U3
57017	O75208
360854	Q4KLF8
53433	A0A0B4KEJ4
53433	Q9V3C1
9456	Q5U5K4
9456	Q86YM7
66934	Q9CYC5
238317	E9Q2I4
834057	Q9FM39
83590	A0A090N8Q3
83590	Q9BVT8
2543460	P79015
2538691	O94394
2543463	Q9C0Z3
824156	A0A178VKG2
824156	Q9SN23
9453	A0A024R3W4
9453	O95749
7705	Q15072
66508	Q9CQ22
83591	Q9H0W7
2538692	O74420
822833	P92983
547253	Q2EMV9
836874	A0A178UQF5
836874	A0A178URN3
836874	A0A1P8BEF2
836874	Q66GP0
217410	Q8K4K3
810476	Q8IJ80
256471	A0A286YEW8
256471	A0A286YF72
256471	A0A286YF73
256471	A0A286YFF1
256471	A0A286YFI8
256471	A0A286YFM2
256471	Q8NHS3
2703428	G8HBH1
2703428	P10240
399102	B2ZZ74
399102	P87346
319263	P59913
319263	Q3TGS5
311078	Q4V8E2
831626	Q9LF64
12468	P80313
12468	Q3TIJ7
12468	Q3UDB1
12468	Q3UIJ0
12469	P42932
12469	Q3UL22
12469	Q8BVY8
318794	Q8IPP8
831621	A0A178UP73
831621	A0A1P8BFP6
831621	Q94EI3
12464	P80315
12464	Q564F4
12465	P80316
12466	P80317
12466	Q3TI05
12466	Q52KG9
374920	Q86XI8
12460	Q543K2
12460	Q9WU84
12461	P80314
12461	Q542X7
12462	P80318
12462	Q3U4U6
831629	A0A178U7B1
831629	Q9LF61
819079	A0A1P8B196
819079	A0A1P8B1B8
819079	Q8RWQ1
7775	I3L4J6
7775	Q9UNY5
54788	J3KPS0
54788	Q9NXW2
7773	Q9UIE0
7771	Q0VG01
7771	Q9UJU3
7770	B7Z6M2
7770	Q658S5
7770	Q86WZ6
837288	A0A178WDA1
837288	Q9LQQ1
819070	P53665
819073	A0A178VYR3
819073	O80504
819072	A0A178VX46
819072	O80503
50848	Q6FIB4
50848	Q9Y624
50849	D3Z1N2
50849	H7BX06
50849	Q3UIW5
819077	A0A178VUK9
819077	Q1ECR0
819077	Q9XGU0
14677	B2RSH2
770217	F1P5R3
770217	Q5R1T0
838305	Q8RW97
830971	Q9FY61
10322	Q6GMV2
55624	B7Z7F2
55624	B7Z7Q4
55624	Q8WZA1
219578	A4D1E1
37720	Q9W1P0
66142	P56393
66142	Q5FW98
829245	A0A178V0R7
829245	F4JRW3
829245	Q9M085
829244	Q9M086
829241	A0A178V2H8
829241	Q9M089
829240	Q8GWT4
2538696	Q9Y7S5
2543555	Q9URX1
829248	A0A1P8B5I9
829248	A0A1P8B5K1
829248	F4JRX3
176544	C7IVS4
176544	Q9NAH1
313666	Q5XIU3
131474	A0A024R2F8
131474	A0A024R2I5
131474	Q8N4Q1
54784	Q9NXW9
833700	F4K5X6
24514	Q62689
19262	P18052
19262	Q3TRY9
19262	Q91V35
19261	A0A0R4J1Z7
19261	E0CX65
19261	E0CYM8
19261	E9QPT7
19261	P97797
19261	Q6P6I8
19267	A0A1B0GRH2
19267	A0A1B0GRT6
19267	P49446
19267	Q3V1H5
816838	A0A178VTA8
816838	O64817
2538697	Q1MTR0
19264	P06800
19264	Q8C6Q7
19264	S4R1M0
19268	A2A8L5
19268	Q3V0J9
231225	Q4VBD2
835019	A5PHD1
835019	Q9FGY9
84908	B0AZT6
84908	E7EQY1
84908	Q96C01
318133	Q8IR72
831425	A0A178UII0
831425	Q9LFV5
835011	B9DGC8
835011	P57741
835010	A0A1P8BGB2
835010	P49966
835015	A0A178UH14
835015	A0A178UIC2
835015	A0A1P8BDQ1
835015	Q9AST5
835016	F4K657
69736	Q9CWU9
816839	A0A178VQB9
816839	O64818
17178	Q3TLM3
17178	Q61835
81840	Q8BI61
81840	Q8BI74
