Proteome ID,Organism,Organism ID,Protein count
UP000176863,Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2_01_FULL_53_29,1798480,1107
UP000179571,Pseudomonadales bacterium GWC1_66_9,1817753,1863
UP000177838,Candidatus Vogelbacteria bacterium RIFOXYD1_FULL_46_19,1802439,704
UP000177901,Planctomycetes bacterium RBG_16_55_9,1801968,3070
UP000178516,Nitrospirae bacterium RIFCSPLOWO2_02_FULL_62_14,1801717,2322
UP000177235,Candidatus Doudnabacteria bacterium RIFCSPLOWO2_02_FULL_48_13,1817845,904
UP000179250,Lentisphaerae bacterium RIFOXYB12_FULL_65_16,1798581,6516
UP000178171,Sulfurimonas sp. RIFOXYB2_FULL_37_5,1802257,1070
UP000177804,Parcubacteria group bacterium RIFCSPLOWO2_02_FULL_40_12,1817744,538
UP000177657,Corynebacterium sp. HMSC04H06,1581050,2014
UP000178994,Chloroflexi bacterium RBG_16_69_14,1797661,1936
UP000177167,Candidatus Yanofskybacteria bacterium RIFCSPHIGHO2_02_FULL_41_11,1802675,1193
UP000095280,Macrostomum lignano,282301,52444
UP000016057,Catellicoccus marimammalium M35/04/3,1234409,1196
UP000027590,Saccharibacter sp. AM169,1343158,1877
UP000176288,Actinomyces sp. VUL4_3,1912795,1712
UP000008784,Arthrobotrys oligospora (strain ATCC 24927 / CBS 115.81 / DSM 1491) (Nematode-trapping fungus) (Didymozoophaga oligospora),756982,11478
UP000018840,Negativicoccus succinicivorans DORA_17_25,1403945,1679
UP000011777,Candida maltosa (strain Xu316) (Yeast),1245528,5976
UP000008493,Agaricus bisporus var. burnettii (strain JB137-S8 / ATCC MYA-4627 / FGSC 10392) (White button mushroom),597362,11211
UP000035036,Geoalkalibacter subterraneus,483547,2987
UP000183997,Desulfotomaculum aeronauticum DSM 10349,1121421,3827
UP000001164,Lactococcus phage r1t (Bacteriophage r1t),43685,50
UP000172127,Singapore grouper iridovirus,262968,162
UP000001270,Mycobacterium phage AnnaL29,1076630,96
UP000024438,Escherichia phage e4/1c,1495286,72
UP000109731,Bovine herpesvirus 4 (BoHV-4) (Movar virus),10385,78
UP000164617,Snakehead retrovirus,40270,7
UP000015570,Mycobacterium phage Wheeler,1383054,96
UP000178380,Candidatus Staskawiczbacteria bacterium RIFCSPHIGHO2_02_FULL_34_10,1802205,665
UP000094899,Pelagibacterium sp. SCN 63-126,1660123,3802
UP000179170,Actinobacteria bacterium RBG_16_67_15,1797202,1659
UP000001793,Burkholderia virus BcepF1,417280,127
UP000002548,Spiroplasma phage SVTS2,93224,13
UP000135812,Anatid herpesvirus 1,104388,74
UP000030714,Mycobacterium phage MiaZeal,1567005,250
UP000054095,Spinacia oleracea (Spinach),3562,23525
UP000019231,Komagataeibacter xylinus E25,1296990,3564
UP000026999,Staphylococcus phage 6ec,1500386,142
UP000101661,Koongol virus,35314,3
UP000070105,Pseudomonas sp. HUK17,1799359,2272
UP000184370,Candidatus Saccharibacteria bacterium 49-20,1895829,904
UP000181914,Actinomyces meyeri,52773,1684
UP000177351,Candidatus Bathyarchaeota archaeon RBG_13_52_12,1797379,1779
UP000178427,Candidatus Kaiserbacteria bacterium RIFCSPLOWO2_01_FULL_54_20,1798513,622
UP000177208,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_01_FULL_39_12c,1802031,1110
UP000183116,Elusimicrobia bacterium CG1_02_56_21,1805132,2580
UP000177130,Candidatus Taylorbacteria bacterium RIFCSPHIGHO2_02_FULL_43_32b,1802306,960
UP000129166,Molossus molossus polyomavirus 1,1606504,4
UP000094412,Mesorhizobium sp. UASWS1009,1566387,5848
UP000053097,Cerapachys biroi (Ant),443821,16497
UP000157164,Akabane virus,70566,3
UP000155350,Human adenovirus C serotype 6 (HAdV-6) (Human adenovirus 6),10534,20
UP000018887,Stenotrophomonas phage Smp131,1168563,46
UP000065641,Pseudohongiella spirulinae,1249552,2984
UP000064377,Salmonella enterica subsp. enterica serovar Enteritidis str. LA5,1147754,102
UP000054659,Pyrobaculum sp. OCT_11,1714259,808
UP000054319,Cellulomonas sp. B6,1295626,3428
UP000054190,Tyto alba (Barn owl),56313,9263
UP000002356,Ovis aries (Sheep),9940,23112
UP000008366,Kineosphaera limosa NBRC 100340,1184609,4422
UP000011072,Serratia sp. M24T3,932213,4788
UP000182465,Candidatus Kuenenbacteria bacterium CG1_02_38_13,1805235,607
UP000007150,Sphingobium chlorophenolicum L-1,690566,4062
UP000011616,Janthinobacterium sp. HH01,1198452,5974
UP000007073,Geobacter metallireducens (strain GS-15 / ATCC 53774 / DSM 7210),269799,3502
UP000011666,Gordonia soli NBRC 108243,1223545,4907
UP000011617,Wohlfahrtiimonas chitiniclastica SH04,1261130,2004
UP000001266,Staphylococcus phage SA1,694060,109
UP000000977,Staphylococcus phage 96,320842,79
UP000009013,Enterobacteria phage phi92,948870,250
UP000009262,Latino mammarenavirus (isolate Rat/Bolivia/MARU 1924/1965) (LATV),45221,4
UP000007523,Paenibacillus mucilaginosus 3016,1116391,7018
UP000032234,Streptomyces cyaneogriseus subsp. noncyanogenus,477245,5829
UP000032414,Tatlockia micdadei (Legionella micdadei),451,2989
UP000006564,Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold),510516,12071
UP000011848,Streptococcus phage phi5218,1289597,64
UP000011925,Pseudomonas sp. Lz4W,1206777,4450
UP000007015,Oryza sativa subsp. indica (Rice),39946,37385
UP000151575,Puma concolor papillomavirus type 1,323365,7
UP000001981,Pseudoalteromonas atlantica (strain T6c / ATCC BAA-1087),342610,4271
UP000140112,Gemycircularvirus HV-GcV1,1862824,4
UP000029683,Ralstonia phage RS603,1505528,13
UP000100808,Bat coronavirus 1A,393767,7
UP000018869,Microbispora sp. ATCC PTA-5024,316330,7799
UP000101899,Human respiratory syncytial virus A (strain S-2) (HRSV-S2),410078,10
UP000002892,Desulfosporosinus acidiphilus (strain DSM 22704 / JCM 16185 / SJ4),646529,4469
UP000147540,Lymphocryptovirus Macaca/pfe-lcl-E3,1716044,74
UP000001168,Bacillus clausii (strain KSM-K16),66692,4082
UP000070171,candidate divison MSBL1 archaeon SCGC-AAA385M11,1698288,228
UP000140739,Torque teno virus 15,687354,2
UP000000598,Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica),284590,5071
UP000094527,Orchesella cincta (Springtail),48709,20218
UP000000998,Marinobacter hydrocarbonoclasticus (strain ATCC 700491 / DSM 11845 / VT8),351348,4170
UP000170849,Torque teno virus 26,687365,3
UP000012445,Clostridium sp. ASF356,97138,2792
UP000095300,Stomoxys calcitrans (Stable fly) (Conops calcitrans),35570,18770
UP000013137,Mycoplasma alkalescens 14918,1188234,601
UP000014662,Lactococcus lactis phage p272,213777,61
UP000184439,Sphingomonas sp. 66-10,1895848,4425
UP000184008,Rhizobiales bacterium 65-9,1895816,3924
UP000004417,Bacillus sp. SG-1,161544,4305
UP000006706,Aspergillus niger (strain CBS 513.88 / FGSC A1513),425011,14068
UP000006701,Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1),344612,9140
UP000178231,Rhodospirillales bacterium RIFCSPLOWO2_12_FULL_58_28,1802022,2588
UP000178356,Bacteroidetes bacterium RBG_13_46_8,1797358,887
UP000017809,Clostridium sp. 7_2_43FAA,457396,3389
UP000003195,Megasphaera micronuciformis F0359,706434,1771
UP000013300,Bacillus sp. 1NLA3E,666686,4384
UP000001556,Desulfotomaculum reducens (strain MI-1),349161,3220
UP000029858,Paracoccus sanguinis,1545044,2948
UP000176716,Elusimicrobia bacterium RIFCSPHIGHO2_02_FULL_61_10,1797944,1401
UP000171123,Bovine papillomavirus type 14,1639825,7
UP000137149,Circoviridae 19 LDMD-2013,1379723,1
UP000006092,Clostridium phage phiMMP02,1204534,76
UP000030750,Eimeria brunetti,51314,8711
UP000014134,Lachnospiraceae bacterium 10-1,1235800,4280
UP000034884,Parcubacteria group bacterium GW2011_GWF2_39_8b,1618963,508
UP000014155,[Clostridium] termitidis CT1112,1195236,5302
UP000053786,Parcubacteria bacterium 32_520,1641387,848
UP000004719,marine gamma proteobacterium HTCC2080,247639,3184
UP000014211,Dorea sp. 5-2,1235798,5824
UP000014728,Cellulophaga phage phi18:3,1327983,123
UP000005316,Sporosarcina newyorkensis 2681,1027292,3825
UP000014567,Propionibacterium sp. oral taxon 192 str. F0372,1203605,2523
UP000002456,Bifidobacterium animalis subsp. lactis (strain AD011),442563,1525
UP000001773,Streptococcus phage C1,230871,20
UP000005580,Prevotella oralis ATCC 33269,873533,2479
UP000000449,Streptococcus uberis (strain ATCC BAA-854 / 0140J),218495,1760
UP000009097,Fusarium oxysporum f. sp. lycopersici (strain 4287 / CBS 123668 / FGSC 9935 / NRRL 34936) (Fusarium vascular wilt of tomato),426428,31173
UP000144236,Common moorhen coronavirus HKU21,1159902,9
UP000034106,Dehalogenimonas sp. WBC-2,943347,1717
UP000075883,Anopheles culicifacies,139723,14303
UP000001875,Aspergillus flavus (strain ATCC 200026 / FGSC A1120 / NRRL 3357 / JCM 12722 / SRRC 167),332952,13500
UP000002208,Deinococcus deserti (strain VCD115 / DSM 17065 / LMG 22923),546414,3459
UP000102399,Equine adenovirus B serotype 2 (EAdV-2) (Equine adenovirus 2),67603,34
UP000165031,Beilong virus,341053,11
UP000002009,Micromonas commoda (strain RCC299 / NOUM17 / CCMP2709) (Picoplanktonic green alga),296587,10115
UP000120576,Ranid herpesvirus 2,389214,147
UP000101337,Human herpesvirus 3 (HHV-3) (Varicella-zoster virus),10335,67
UP000162613,Skunk adenovirus PB1,1641642,30
UP000119805,Variola virus (isolate Human/India/Ind3/1967) (VARV) (Smallpox virus),587200,189
UP000005845,Gordonia sputi NBRC 100414,1089453,4587
UP000000442,Desulfobacterium autotrophicum (strain ATCC 43914 / DSM 3382 / HRM2),177437,4846
UP000147008,Influenza A virus (strain A/Singapore/1/1957 H2N2),382781,7
UP000001910,Leptotrichia buccalis (strain ATCC 14201 / DSM 1135 / JCM 12969 / NCTC 10249 / C-1013-b),523794,2218
UP000005853,delta proteobacterium MLMS-1,262489,4800
UP000134696,Bottlenose dolphin coronavirus HKU22,1433215,13
UP000069906,Halanaeroarchaeum sulfurireducens,1604004,2225
UP000046397,Hymenolepis diminuta (Rat tapeworm),6216,11266
UP000029348,Mycobacterium phage Squirty,1527512,102
UP000003070,Lactobacillus oris PB013-T2-3,908339,2038
UP000002297,Croceibacter atlanticus (strain ATCC BAA-628 / HTCC2559 / KCTC 12090),216432,2702
UP000006663,Halogeometricum borinquense (strain ATCC 700274 / DSM 11551 / JCM 10706 / PR3),469382,3894
UP000166646,Gouleako virus,603003,3
UP000005654,Mycobacterium phage Babsiella,1089115,78
UP000001351,Stigmatella aurantiaca (strain DW4/3-1),378806,8307
UP000001118,Nitratiruptor sp. (strain SB155-2),387092,1843
UP000033493,Peptococcaceae bacterium BRH_c8a,1629715,3440
UP000005431,Rhodococcus phage REQ3,1109714,60
UP000115060,Human T-lymphotropic virus 1,11908,6
UP000016368,Hylemonella gracilis ATCC 19624,887062,3342
UP000006173,Bifidobacterium bifidum BGN4,484020,1834
UP000002026,Slackia heliotrinireducens (strain ATCC 29202 / DSM 20476 / NCTC 11029 / RHS 1) (Peptococcus heliotrinreducens),471855,2750
UP000001250,Lactococcus phage Q54,382685,47
UP000104368,Faeces associated gemycircularvirus 12,1391027,2
UP000006229,Mycoplasma canis UFG4,1131455,642
UP000019745,Enterobacteria phage 9g,1468411,71
UP000097892,Saimiriine betaherpesvirus 4,1535247,140
UP000001476,Eubacterium eligens (strain ATCC 27750 / VPI C15-48),515620,2761
UP000001477,Agathobacter rectalis (strain ATCC 33656 / DSM 3377 / JCM 17463 / KCTC 5835 / VPI 0990) (Eubacterium rectale),515619,3545
UP000002726,Bacteriophage APSE-2,340054,41
UP000117806,Feline coronavirus,12663,11
UP000031972,Jeotgalibacillus campisalis,220754,3729
UP000016540,Marinobacter lipolyticus SM19,1318628,3620
UP000016543,Idiomarina baltica OS145,314276,2601
UP000001165,Pseudomonad phage gh-1,197783,42
UP000029939,Escherichia phage phi191,1458706,87
UP000016568,Novosphingobium tardaugens NBRC 16725,1219035,4005
UP000016584,Sphingobacterium paucimobilis HER1398,1346330,4220
UP000016600,Prevotella pleuritidis F0068,1081904,2257
UP000008446,Carnation etched ring virus (CERV),10640,6
UP000016617,Streptococcus sobrinus W1703,1227275,2206
UP000014500,Strigamia maritima (European centipede) (Geophilus maritimus),126957,14972
UP000031496,Planococcus sp. PAMC 21323,1526927,3084
UP000008013,Staphylococcus phage StB12,1147042,74
UP000016649,Treponema lecithinolyticum ATCC 700332,1321815,2175
UP000006237,Corynebacterium glucuronolyticum ATCC 51866,548478,2733
UP000029368,Shewanella sp. phage 1/4,1458859,235
UP000016901,Plautia stali symbiont,891974,5007
UP000016922,Glarea lozoyensis (strain ATCC 20868 / MF5171),1116229,13082
UP000164147,Avon-Heathcote Estuary associated circular virus 11,1618234,2
UP000030697,Plasmodium falciparum UGT5.1,1237627,5904
UP000016943,Corynebacterium argentoratense DSM 44202,1348662,1870
UP000182397,Pseudomonas lundensis,86185,4457
UP000017048,Nocardia asteroides NBRC 15531,1110697,6459
UP000001628,Paracoccidioides brasiliensis (strain Pb18),502780,8399
UP000017536,Eubacterium brachy ATCC 33089,1321814,1479
UP000060699,Roseateles depolymerans,76731,4768
UP000019276,Catenovulum agarivorans DS-2,1328313,3835
UP000077177,Flavisolibacter sp. LCS9,1492898,4588
UP000017654,Acinetobacter phage Petty,1406779,45
UP000017653,Bacillus phage Page,1406786,50
UP000010797,Desulfitobacterium dichloroeliminans (strain LMG P-21439 / DCA1),871963,3294
UP000016930,Ceriporiopsis subvermispora (strain B) (White-rot fungus) (Gelatoporia subvermispora),914234,12078
UP000002484,Frankia inefficax (strain DSM 45817 / CECT 9037 / EuI1c),298654,7079
UP000076871,Laetiporus sulphureus 93-53,1314785,13712
UP000017700,Serratia sp. (strain ATCC 39006),104623,4407
UP000078561,Absidia glauca (Pin mould),4829,14825
UP000001883,Rothia mucilaginosa (strain DY-18) (Stomatococcus mucilaginosus),680646,1991
UP000007947,Microlunatus phosphovorus (strain ATCC 700054 / DSM 10555 / JCM 9379 / NBRC 101784 / NCIMB 13414 / VKM Ac-1990 / NM-1),1032480,5305
UP000017838,Betaproteobacteria bacterium MOLA814,1408164,2683
UP000017900,Ascaris suum (Pig roundworm) (Ascaris lumbricoides),6253,9213
UP000000374,Verminephrobacter eiseniae (strain EF01-2),391735,4911
UP000010880,Halobacteroides halobius (strain ATCC 35273 / DSM 5150 / MD-1),748449,2452
UP000051186,Pseudolabrys sp. Root1462,1736466,4414
UP000018007,Lachnospiraceae bacterium CAG:215,1262985,2481
UP000178943,Candidatus Fischerbacteria bacterium RBG_13_37_8,1817863,3063
UP000018053,Acidiphilium sp. CAG:727,1262689,1479
UP000184076,Desulfacinum infernum DSM 9756,1121391,3683
UP000018058,Bacteroides finegoldii CAG:203,1263045,2825
UP000179042,Sporanaerobacter sp. PP17-6a,1891289,3134
UP000184245,Lactonifactor longoviformis DSM 17459,1122155,4380
UP000178253,Deltaproteobacteria bacterium RIFCSPLOWO2_01_FULL_45_74,1797872,2168
UP000018078,Prevotella sp. CAG:873,1262936,2055
UP000001840,Vibrio phage VP585,631719,58
UP000018084,Clostridium sp. CAG:470,1262812,1535
UP000177943,Candidatus Taylorbacteria bacterium RIFCSPHIGHO2_02_FULL_45_35,1802311,774
UP000018090,Firmicutes bacterium CAG:114,1263001,2222
UP000018094,Alistipes sp. CAG:831,1262698,2179
UP000179358,Omnitrophica bacterium RIFCSPHIGHO2_02_FULL_63_14,1801824,1093
UP000177018,Spirochaetes bacterium RBG_16_67_19,1802196,2853
UP000178073,Planctomycetes bacterium GWA2_40_7,1801948,703
UP000018113,Oscillibacter sp. CAG:241,1262911,1823
UP000176941,Candidatus Levybacteria bacterium RIFCSPHIGHO2_01_FULL_40_15b,1798594,728
UP000177507,Candidatus Yanofskybacteria bacterium RIFCSPHIGHO2_01_FULL_44_17,1802668,680
UP000018137,Clostridium sp. CAG:62,1262828,2452
UP000018141,Bacteroides pectinophilus CAG:437,1263051,2278
UP000178820,Candidatus Staskawiczbacteria bacterium RIFCSPHIGHO2_02_FULL_42_22,1802207,842
UP000018148,Clostridium sp. CAG:343,1262796,1443
UP000176667,Spirochaetes bacterium GWF1_41_5,1802188,2756
UP000018177,Blautia sp. CAG:52,1262758,2465
UP000018183,Prevotella sp. CAG:1031,1262917,2199
UP000177817,Candidatus Komeilibacteria bacterium RIFCSPHIGHO2_01_FULL_52_14,1798549,757
UP000018310,Clostridium sp. CAG:793,1262840,1163
UP000018336,Roseburia sp. CAG:197,1262943,2420
UP000177043,Candidatus Vogelbacteria bacterium RIFOXYD1_FULL_44_32,1802438,699
UP000018360,Staphylococcus sp. CAG:324,1262969,1476
UP000177181,Deltaproteobacteria bacterium RBG_16_64_85,1797846,2074
UP000000387,Rothia dentocariosa (strain ATCC 17931 / CDC X599 / XDIA),762948,2212
UP000176431,Candidatus Azambacteria bacterium RIFCSPHIGHO2_01_FULL_40_24,1797301,570
UP000018368,Clostridium nexile CAG:348,1263069,2321
UP000003180,Sulfurovum sp. AR,1165841,2114
UP000018397,Fusobacterium sp. CAG:439,1262899,2311
UP000180300,Chloroflexi bacterium RBG_16_48_7,1797640,759
UP000018408,Mycoplasma sp. CAG:472,1262904,1281
UP000029104,Geobacillus sp. CAMR12739,1482738,1702
UP000184608,Vibrio aerogenes CECT 7868,1216006,4565
UP000004625,Lactobacillus parafarraginis F0439,797515,3183
UP000000333,Olsenella uli (strain ATCC 49627 / DSM 7084 / CIP 109912 / JCM 12494 / NCIMB 702895 / VPI D76D-27C) (Lactobacillus uli),633147,1739
UP000050640,Elaeophora elaphi,1147741,10408
UP000164482,Macaca fuscata papillomavirus 1,1816787,8
UP000018550,Spiroplasma apis B31,1276258,992
UP000003389,Actinomyces sp. oral taxon 178 str. F0338,888051,2524
UP000018547,Parcubacteria bacterium RAAC4_OD1_1,1394712,686
UP000145486,Kumasi rhabdbovirus,1537975,7
UP000018556,candidate division WWE3 bacterium RAAC2_WWE3_1,1394710,871
UP000134581,Maize rough dwarf virus (MRDV),10989,10
UP000094795,Hoeflea olei,1480615,4182
UP000094639,Sphingomonas sp. SCN 67-18,1660141,2952
UP000003415,Fusobacterium mortiferum ATCC 9817,469616,2532
UP000094232,Paludibacter sp. SCN 50-10,1660155,898
UP000018731,Helicobacter macacae MIT 99-5501,1357400,1946
UP000125839,Human papillomavirus type 59,37115,8
UP000118842,Psittacine adenovirus 3,1580497,29
UP000184389,Sporanaerobacter acetigenes DSM 13106,1123281,2836
UP000018337,Thermoplasmatales archaeon A-plasma,667135,2276
UP000092443,Glossina fuscipes fuscipes (Riverine tsetse fly),201502,20027
UP000116081,Influenza A virus (A/American green-winged teal/Ohio/13OS1777/2013(H7N3)),1473413,5
UP000182039,Candidatus Pacearchaeota archaeon CG1_02_30_18,1805293,660
UP000004913,Dysgonomonas gadei ATCC BAA-286,742766,4153
UP000037781,Brachybacterium sp. SW0106-09,1704590,3345
UP000025842,Wolbachia endosymbiont of Glossina morsitans morsitans,1150948,796
UP000003664,Pedobacter sp. BAL39,391596,5097
UP000070427,Fervidicola ferrireducens,520764,2421
UP000000729,Mycobacterium phage Bxz2 (Mycobacteriophage Bxz2),205870,86
UP000019426,Clostridium bornimense,1216932,3269
UP000033016,Bacillus phage Stills,1610833,110
UP000001653,Brochothrix phage BL3,764562,67
UP000031086,Clostridium phage phiCTC2A,1567015,67
UP000184458,Bacteroidia bacterium 44-10,1895721,4208
UP000031093,Bacillus phage vB_BtS_BMBtp3,1445809,76
UP000006866,Halanaerobium praevalens (strain ATCC 33744 / DSM 2228 / GSL),572479,2055
UP000000970,Enterobacteria phage ES18,101570,79
UP000000477,Papaya mosaic potexvirus (PMV),12181,7
UP000075881,Anopheles christyi,43041,10791
UP000002753,Saccharomyces kudriavzevii (strain ATCC MYA-4449 / AS 2.2408 / CBS 8840 / NBRC 1802 / NCYC 2889) (Yeast),226230,3745
UP000170197,Circoviridae 15 LDMD-2013,1379719,3
UP000009106,Human papillomavirus type 12,10604,6
